stemming_data,sentiment_score,sentiment
serbu akun wasit kuat netizen butuh,0.0,Netral
wasit aceh,0.0,Netral
kalo ga gol menit sampe besok bom selesai nih tanding bahrain blm nyamain duduk,0.0,Netral
hasil imbang asa kalah gara tidak adil,0.0,Netral
tim moga lolos smngat trus garuda ku,0.0,Netral
taktik yg laku bahrain sprti qataradu acting,0.0,Netral
alhamdulillah wa hajimenyala timnas indonesia,0.0,Netral
hancur wasit,0.0,Netral
dasar wasit anying,0.0,Netral
wasit bansattt banget,0.0,Netral
indonesia negar yg kembang persepakbolaannya sekali kembang bikin irimereka gengsi kalah tim yg anggap rendahjd laku jegal iltimnas kitamaju timna garuda moga menegepakan sayap kancah duniaaamiin,0.0,Netral
wasitt picekk,0.0,Netral
komentator islami alhmdulilah gereja tutup alhamdulillah ibadan oten larang alhamdulillah diri ibadah izin katakata dengar ria serta takbirrrrr trauma,-0.4215,Negatif
wasit pecat,0.0,Netral
jidad wasit curang keliahatan sogok,0.0,Netral
curang tuh pk eric tohir diem aja tim zolimi nkri ko injak negara,0.0,Netral
semangat semangat timnas persen dukung mu timnas,0.0,Netral
wasitttt kambing,0.0,Netral
wasit ambil kantor ya raja zolim kasi keresek wasit,0.0,Netral
sehatusnya indonesia peringkat k poin dasar wasit botaaak,0.0,Netral
wasit botak badutt,0.0,Netral
bismillahtimnas mantappptimnas cerdaskecewa wasit iyaa kecewa berfikir jernih manager cerdas disiplin main timnasbanyak ajar diambilselagi peluit bunyi tanding selesai fokus fokus main ulur peluit bunyi terpa waktuyang timnas ajar atas wasit berat belah contoh wasit kalo tanding lebih biasanyayang baca atas main lawan over acting liat perhati wasit tambah wasit gitu dehgoodluck timnassemoga tanding selanjutnyatetap semangat,0.0,Netral
janganquot tukar nih rangking fifaindonesia peringkat bahrain peringkat indonesia juara kalah bahrain,0.0,Netral
nya indonesia menang pas serang gk manfaat peluang dgn klo gol hasil beda,0.0,Netral
indonesia keri bahrain wasit nikmat aja sampe ketemu gbk,0.0,Netral
kalo jakarta teror hotel main bahrain nginap layak respek,0.0,Netral
pohon kencang angin hembus semangat timnas garuda ayo,0.0,Netral
bangga haru bahgia teamnas jago gara bola harga bangsa,0.0,Netral
aja inflasi cpt,0.0,Netral
pujawisnusaputra ya ampun gak nyambung,0.0,Netral
pujawisnusaputraini konteks ny sepakbola bro jgn samain begitu,0.0,Netral
sickclown nti jg paham kalo dah nabung antam kak,0.0,Netral
suhendraep iya ka antam drastis nih garagara jg keren,0.0,Netral
woyyyyy tmbh jdi mnit tnggunggglagi wasittt jd mslhhh,0.0,Netral
the real enemy is refreeeee,-0.5423,Negatif
gbk vs bahrain ganti kalo wasit korsel aja kalo tetangga sty,0.0,Netral
satusatungnya erik kecam wasit bahrain presiden fifa dekat erik tohir jangam mimpi indonesia pupus wasit,0.0,Netral
knp yaa timnas perlakuin kek gin yg jd knp,0.0,Netral
suap sibotakyakin,0.0,Netral
wasit aneh koq ga pake jam tangankacauuuu,0.0,Netral
ga tau malu bahrain goal bela wasit gila,0.0,Netral
wasit konsisten wasit nya tegasmohon perhati wasit botak,0.0,Netral
lepas putus kontroversial wasit moment menit serang witan vs bek bahrain langsung oper terobos marselino buka bebas sadar last mute cepat oper bola bawa ujung ulur main habis,0.0,Netral
ras timur begitumerasa bayak fulus minyakwasit kasi licin xtimnas,0.0,Netral
dasarr licikkk wktubsdh hbiss,0.0,Netral
gg beut wasit nya kalo bahrain ga golin menit ga tiup tuh peluit,0.296,Positif
yg tentu,0.0,Netral
jahiliyah hilang,0.0,Netral
timnas rugi tanding wasit peluang bahrain tdk kalah garuda ,0.0,Netral
wasitt bgsd,0.0,Netral
afc arabian football confederation,0.0,Netral
bola asia msh blm sehat ya,0.0,Netral
demen arab ogah,0.0,Netral
you can your eye,0.0,Netral
nyesek banget sampe susah tidur gwkemenangan matamalah gondol wasit,0.0,Netral
saayangnya curang tanding,0.0,Netral
timnas hrus biasa dgn wasit lawan negara timurtengahkedepan hrus lbih kuat sabar penting performa gacor,0.0,Netral
main indonesia kali kalah wasit,0.0,Netral
indonesia kalah wasit om botak,0.0,Netral
msih main d wasit,0.0,Netral
gol bahrain krn bola mati ya,0.0,Netral
gol menit,0.0,Netral
lihat warga indonesia sedih seri main kandang lawan timur harap gk bantai aja uda syukur,0.0,Netral
indonesia ajadi pantai wasit yg pndidikan nya,0.0,Netral
disiplin wasit sesuai yg var guna var guna wasit mafia,0.0,Netral
wasit gundul profesioan sdh habis injury time bisa nambahi,-0.4215,Negatif
afc arab fulusball championship,0.4404,Positif
tenang aja rejeki atur tak lari mana insya allah timnas garuda tetep finish aamiin,0.0,Netral
indonesia tahan imbang bahrain dgn bantu wasit yg wajar nya indonesia usaha tahan imbang bahrain kandang nya kali indonesia asa negara wasit tahan imbang indonesia,0.0,Netral
bahrain vs naturalisasi,0.0,Netral
welcome to afc arabic football club,0.4588,Positif
sty,0.0,Netral
wasit tertawa mlihat bahrain merayakn gol nyikut jg merayakn wasitny,0.0,Netral
jujur berkah tipu kenang smpi mati smgt,0.0,Netral
over time mnt,0.0,Netral
yu silaturahmi akun wasit,0.0,Netral
hidup wasit tenang,0.0,Netral
not fair play,-0.4585,Negatif
kayak mafia biar indonesia menang panjang menit selidik,0.0,Netral
menit main bahrain yg cemas wasit perangkat yg cemas khawatir wasit sekolah tambah ,0.0,Netral
hebat bangga wasit adil akhirat kecewa jumat yg bahagia warga indonesia,0.0,Netral
sedih kecewa,0.0,Netral
terima kasih team naturalisasi team nasbangga terimakasih nama teamnas sdh bicara dg bangga kancah internasional,0.0,Netral
sorry bkn naturalisasi bro tpi indobelanda turun yg milik hak yg utk pilih negara tinggalber identitas,0.3818,Positif
menit wey udah menit tambah pa erik tohir protes presiden fifa,0.0,Netral
waktuny menit panjang,0.0,Netral
wasit nya sogok pake kilang minyakkk,0.0,Netral
apa hasil bangga,0.0,Netral
inzuri taem liga bri yg wasit umpama menit sdh ga aneh,0.0,Netral
netizen geruduk akun wasit,0.0,Netral
tambah menit menit sih wasit ga gelas,0.0,Netral
orang indonesia yg lihat dunia meyaksikan yg lapanganttp semangat garudaa,0.0,Netral
ngelawak menang  udah mata,0.0,Netral
kentara curanx in wasit sdh habis lgi ofsaid ki,0.0,Netral
kuat nya king indonesia,0.0,Netral
wasit lapor injury time menit injury time wasit menit wasit profesional klo lebeh menit wajar aja,-0.6808,Negatif
wasit syetan,0.0,Netral
ssh qurais lwnttp klh sma otak liciknye,0.0,Netral
indonesia bingit curang wasit faktaaaa,0.0,Netral
fifa pecat wasit krn bikin gaduh tanding,0.0,Netral
gimana cerita peroanjangn wkt menit jad jadnya gak indikasi ofset asil nya timnas bagus saran sty biknin serang kususs sus serang wasit heee heee salam bola,0.0,Netral
oil money quot,0.0,Netral
andai menit witan bs manfaat serang dgn ntah umpan yg bagusmasuk lgi dgn bek yg vs jdi gol killer bgi bahrain,-0.6486,Negatif
sayang menang moga depan,0.0,Netral
wasit zolim,0.0,Netral
tanding gol bahrain beli gelar piala dunia cuannya banyakbahrainquot,0.0,Netral
tambah menit,0.0,Netral
indonesia vs bahrain leg ya,0.0,Netral
mafiaa,0.0,Netral
jelassss offside,0.0,Netral
wasit bayar bahrain,0.0,Netral
wasite matane piceek,0.0,Netral
nt indo,0.0,Netral
nya kecewa kalah,0.0,Netral
wasit pon aceh main piala dunia panik bahrain kalah untung gak rahang,0.0,Netral
tambah menit tpi udah sampe tambah menit gk pluit wasit gk sehat,0.0,Netral
nang dikit kegollan menit ghoib,0.0,Netral
peringkat tdk langsung takut indonesia yg curang wasit,0.0,Netral
selosai tambah menit,0.0,Netral
wasit ya oon ga baca parahparahharus ya menang jdi imbang wasit oon,0.0,Netral
quotuang gak beli kebahagiaanquotuang minyak,0.0,Netral
jatuh mental bahrain d jakarta,0.0,Netral
fifa diam jadi ulang hasil tanding rusak oknum wasit celah lebar yg manfaat mafia bola,0.0,Netral
bravo timnas sayang kmenangan suda mata buyar akibat ula wasit btul sungguh biadap sluruh suporter timnas balas bsok gbk teror pmain barhain,0.0,Netral
wasit taekkkk panjang menit dadi menit repot pentol korek iku,0.0,Netral
indonesia menang yapi wasit poke imbang indonesia sudha layak masuk top ranking fifa good job timnas merah,0.5719,Positif
hormat timnas cetak gol menang curi optimis balas menang gbk,0.0,Netral
indo main tahan nya,0.0,Netral
japan amp south korea make asia proud arabian make asia shame,0.0,Netral
fix sihga bsa klo imbang gni,0.0,Netral
kalo bahrain gak ngegolin tambah sampe sholat jumat,0.0,Netral
tambah ga ngotak ga var goal bahrain gin wasit internasional,0.0,Netral
selesai pertandingandana alir rekening wasit pasti,0.0,Netral
gol nya sah aja sih,0.0,Netral
check var goal potensi offside dasar botak dapet bahrain,0.0,Netral
wasit lapang wasit var rajin serasa main bahrain,0.0,Netral
dgn wasit nya,0.0,Netral
wasit gak adildari selesaitolong wakil indonesia komplen,0.0,Netral
wasit ny curang mah,0.0,Netral
tabee wasiit pwe ballonya,0.0,Netral
kuya wasit gol of seat,0.0,Netral
tpi dri menit,0.0,Netral
salut ragnarsabarlah garuda ku,0.0,Netral
puluh nonton soccer td malam ngalamin injury time menit sdh masuk menit wasit blm tiup peluit menit sama duduk nya jd dasar sepak bola gajah wasit suap tunggu sikap fifa bangga timnas semangat sulit lawan main bravo timnas,-0.4215,Negatif
sisa china jepang indonesia,0.0,Netral
indonesia klo main timur kalah wasit sabar smangat dunia juang,0.0,Netral
indonesia curang wasit tambah menit menit saji ulang,0.0,Netral
menit barel minyak,0.0,Netral
wasit nya poke,0.0,Netral
pluit wasit smpat hilang mknya menit,0.0,Netral
end pas counter attack witan menit,-0.4767,Negatif
ardhanarbyantono bener banget pas konter buang peluit udh bunyi,0.0,Netral
witan marchelino gugup maen nya,0.0,Netral
garudacoacsemuanya,0.0,Netral
tenang kawanquot tanah air nggak kalah poin milik bales kandang mksimalkan sisa tanding yuk kasi semangat timnas,0.0,Netral
wasit parah abis wasit kya gt pake udh suruh tidur aja ga ush jdi wasit,0.2732,Positif
bukti tanding wasit man of the match,0.0,Netral
kesel ama si botak,0.0,Netral
witan sulaiman mainin tolong ya latih sty witan gk ngerti strategi,0.0,Netral
posisi inifaktor x,0.0,Netral
tambah menit tp sampe menit,0.0,Netral
mentolo kudu kuwetak botak e,0.0,Netral
jumpa akhirat om wasit rakyat indonesia tuntut mu rugi timnas,0.0,Netral
tambah mnt mnt hhhhh lawak,0.0,Netral
hrus nya main timnas lapang ajj pas menit habis,0.0,Netral
lihat menit nya tambah menit wasit curang,0.0,Netral
gbk frustasi,0.0,Netral
islam aja nyogok idihhhh arab,0.0,Netral
dunia timnas indonesia menang amp bahrain team cundang halal,0.0,Netral
cair wasit,0.0,Netral
indonesia hebat moga motivasi baik olahraga negeri sanksi pidana selenggara pon kemarin,0.0,Netral
wasit edan senggol dikit langgar gilir bharain nyenggol indonesian ga langgar hin kasus lawan qatar wasit kacau balau,0.0,Netral
bahrain b bollywood,0.0,Netral
shrusnya d menit udah kelar indonesia gagalkn serangn bahrain,0.0,Netral
wasit botak brengsekk,0.0,Netral
tau timnas naiknyadan susah utk dimatch fixing sprti dluapapun untk mengembosi timnas,0.0,Netral
wasit cabut label viva,0.0,Netral
dasar curang,0.0,Netral
wasit berat belah rusuh sulit,0.0,Netral
udah ga resfect nya tim timor main nya hina pake main wasit kocak,0.0,Netral
wasit licik moga balas yg timpal,0.0,Netral
wasit aasssssuuu udah aja perpanjangn mnt,0.0,Netral
muka wasit guys tanggung jawab besok akhirat,0.0,Netral
mohon d usut tuntas tanding tdi mlm mohon wasit,-0.34,Negatif
saran kpd sty malik blm layak main level tanding level dunia reporter tv jgn monoton keruh suasana tonton tv yg bilang bahaya,0.0,Netral
sakit hati wasit dpet cuan gede ni ya wasit timur bagong,0.0,Netral
nya bissa aja huuu,0.0,Netral
jidat hitam wasit klo msh korup,0.0,Netral
respect to timnas indonesia bravowasit kya berat sebelahgol bahrain var,0.4767,Positif
kalah menang seri ga maennya bagus yg main indo emosi stabil g trlalu trpancing gol emang dr skema yg mantap terimakasih,0.0,Netral
         ,0.0,Netral
main bahrain aaktor handalwasit bodoh pengaturwaktu tambah udah lbh mnt msh lanjutkyknya quotadaquotnififaaaaaa what you doing,0.0,Netral
bener wasitny disidak menit ud clear sm indo jd throw in aj indo counter attack bs pluitng tiup,-0.128,Negatif
apaapa tanding kandang gbk timnas menang,0.0,Netral
good play sayang sempat emas next,0.6486,Positif
liga indonesia aff afc fifa mafia money ,0.0,Netral
gara gara wasit indonesia udah point bahrain takut indonesia,0.0,Netral
indonesia main pemainbahrain main pemaintebak main nya,0.0,Netral
klo wasit botak bahrain ga menang,0.0,Netral
syng serang injury time ga maksimal kill the game,-0.8176,Negatif
yg kalah wasit,0.0,Netral
tau hasil,0.0,Netral
wasit aneh tanda tanda tolong fifa seldikin,0.0,Netral
bener injury time nya,-0.4215,Negatif
wasitte santet wae bolo,0.0,Netral
wasit towel,0.0,Netral
kasi bahrain cetak gol sama duduk malu injuritame lewat batas ditetaapkan berkat wasit fairplay hahaha bahrain negara malu aku kalah,0.5574,Positif
tambah nya,0.0,Netral
kualitas negara bahrain negara ga malu curangshame on you bahrain,0.0,Netral
tau banget bahrain takut kalah timnas kandang,0.0,Netral
netizen budiman faham apain nih wasit bahlulquot,0.0,Netral
apa gue bener bener jiji laga semalem tim nasional lawan wasit nya timur emang bobrok lahan perang,0.0,Netral
kntroversial msh leg th kandang bahrain kalah bukti indonesia kalah tim tim notabene tim kuat,0.0,Netral
wasit busukjangan pakai,0.0,Netral
kisah indonesia vs wasit wasit yg lawan indonesia,0.0,Netral
jancukternyata poin rampok wasit,0.0,Netral
why refree from arabic in arabic game mostly asia pasific japan or south korea in game refree its done and whattttttttts cheater in game mf,-0.5423,Negatif
kecewa pimpin wasit berat belah,0.0,Netral
sakit banget sakit yaudahlah gimana lagifokus lawan china,0.0,Netral
ga menang gara sianjing doank,0.0,Netral
its all about wa shit,-0.5574,Negatif
bahrain main bola gak bagus menang pengaruh wasit,0.0,Netral
tunggu kandang,0.0,Netral
menang timnas indonesia rampok wasit botak lepas pssi benah liga indonesia liga jepang korea jadi erik tohir tum biar maksimal perintah kucur dana baik iinsfraktur stasion indonesia,0.0,Netral
tambah x menit bobol menit tambah sungguh aneh semangat garuda yakiiin indah nyakami rakyat indonesia bangga dg gela juang indonesia laga menang seri,0.0,Netral
wasit tumbuang tambah menit baa menit den tekek kapalo botak wasit tu sobok,0.0,Netral
serbu akun wasit ny klw prlu rmh ny lemparin pke batu,0.0,Netral
nunggu nitizen yg hilang sosmed bahrain main curang,0.0,Netral
mees laga asisst,0.0,Netral
wasit curang serang indonesia menit nya pluit menittapi wasit timur tengahsemangat indonesia,0.0,Netral
tukang parfum dukung tukang parfum,0.0,Netral
tenang sungai brantas alir,0.0,Netral
usut tuntas merugihkan timnas garudakarna tampil wasit sportifmemmihak timnas bahrainbuat erik ulang lagikarna timnas garuda main curangin wasittttolong usut biasa tim lawan,0.0,Netral
timnas indonesia kalah nya wasit yg sekongkol bandar,0.0,Netral
awam bola ind curang wasit habis jalan main jalan gol lawan terjaadi gimana tanggap,0.0,Netral
wasit kaya gin jd adil biar putus tanggung jawab akherat kelak,0.0,Netral
timnas indonesia ya,0.0,Netral
ketua pssi erick thohir tolong wasit tanggung akibar menit bayar denda,0.0,Netral
bahrain gak apa skrng klo lawan timnas kitayg waspada group indonesia australia jepangkalo arab saudi tandang gbk gak kuatir amatkrna timnas kuat dgn datang main keturuan grade a,0.0,Netral
benernya kata towel main lokal situasi biar keroyok wasit sampe mampus,0.0,Netral
tim yg d benci suporter timnas qatarbahrain negara yg curang sepak bola,0.0,Netral
gemar timnas dg hasil yg dg peringkat bangga kecewa dg wasit iyatetapi dg peluang yg milik kunci counter attack kait timnas berkembag spt mentalitas tega n bunuh jdi ga alas wasit dll fokus sblm peluit butuh chemistry main manfaat peluang yg kasih ampunkrn cari kambing hitam wasit musuh lebay mudah jatuh ulur dll krn tdk rubah apa juang ga cari kambing hitam kegagalandg hasil seri serasa kalah krn dg kualitas main yg milik jay mees paes rizki tom struick dll seharusny unggul bahrain,-0.6369,Negatif
kawalat tah si wasit botak na,0.0,Netral
cari poin darah timnas rampok ajar main timnas fokus peluit tiup timnas hilang fokus fokus wasit stay focus jepang rasa drama arabic football club,0.0,Netral
moga japan bantu indonesia hancur kurang ,0.0,Netral
main lokal salah yg fatal dimenitmenit terakir marsel natan,-0.5423,Negatif
bravo garuda terima kasih juang,0.0,Netral
sakit hati liat gak ikhlas gak redo pokok point dapat gegara botak laknat point,0.0,Netral
wasit botak biadap moga kena azab,0.0,Netral
wasit curangdi main bahrain lebay,0.0,Netral
wasite ontong,0.0,Netral
indonesia tdk lolos piala dunia main sja main kacau,0.0,Netral
tolong aju banding olimpiade maroko vs argentina aju banding gol sah krna lewat menit tambah,0.0,Netral
main game fifa efootball advantage serang menit udah selesai bola wasit stop tanding advantage indonesia serang stop,-0.1027,Negatif
tabok aja kepala wasit,0.0,Netral
bahrain suap wasitpemain bahrain senggol dikit guling guling,0.0,Netral
tu si witan lawan satukenapa nggk langsung ngegol aja,0.0,Netral
hebatthank u for all,0.0,Netral
wasit suap,0.0,Netral
aura mafia bola dah,0.0,Netral
waset pepek,0.0,Netral
tuntas adil adil,0.0,Netral
tunggu gbk awas china keras vietnam dab bahrain,0.0,Netral
wasit na eror nya habis coooyyygool na teu bener,0.0,Netral
tambah menit wasit tunggu tim bahrain cetak gol dlu tanding selesai menity pas menit cetak gol tanding selesaiseharusnya afc fifa nunjuk wasit dr afrikaeropa biar fair mudahquotan lawan cina wasity fair netral,0.5574,Positif
gol hebat lebih tangan tuhan maradona,0.0,Netral
rampok wasit om,0.0,Netral
wasit curang tolong fifa sanksi putus wasit panjang yg rugi,0.0,Netral
liat gbk antusias tonton bahrain aja sepi bain,0.0,Netral
sabar lawan jin gurun pasir,0.0,Netral
saran utk rcti lagu hymne timnas jgn byk iklan hilang nomen nnton bola fokus bola jgn iklan mulu jg seharusny selesai babak wktu protes lihat jg tuntas yg,0.0,Netral
bangga tim indonesia curang si botak sial,0.0,Netral
asli tu wasit prediksi bmkg,0.0,Netral
wasit bobrokkdari putus yg lenceng,0.0,Netral
yg gagal cetak gol bnyak sek serang yg buang sia,0.0,Netral
indonesia bagus main tp kecewa wasit,0.0,Netral
afc arab football comedy,0.3612,Positif
curang wasid nya,0.0,Netral
sty out,0.0,Netral
main lokal msuk peluang mesti nya bs hadehhh mlh sia kn muak main lokal,0.0,Netral
bahrain dpat goal hasil curang aja bangga,0.0,Netral
wasit ajarr,0.0,Netral
mantap timnasperingkat dapetmudah kalo peringkat mantap timnas,0.0,Netral
atur fifa ubah lurr babak injuri time menitla menitgoal nya tuan rumah gag offside var gag kasih,-0.5859,Negatif
ambil hikmah nya timnas kalah round kualifikasi,0.0,Netral
bayar sabaraha ieu wasit kacau broo,0.0,Netral
lino witan bingung main in bener dah witan nya cari peluang ulur an hadeh bener kecewa detik buang bola kasi peluang corner lbh bahaya omg jay nya jgn kasi corner td,0.0,Netral
tanding menit,0.0,Netral
a href kalo witan passing nya bener nyampe marceng udah kill the game,-0.6908,Negatif
emang gabole tembus kaya olimpiade prancis berat belah,0.0,Netral
rugi wasit yg salah bgini pecat nyata pihak dr laga,0.0,Netral
lebih tentu hrsnya tanding,0.0,Netral
kali wasit curang gmn afc,0.0,Netral
kontroversi yg bgt wasitaku jg sayang momentum witan dpt bola menit gol tp ya gitu at least tahan bola aja dl buruquot pdhl by loh,0.0,Netral
agree,0.3612,Positif
nadiraaabae witan dpt bola pluit tuh posisi menang gpp peluit jalan,0.0,Netral
salah bodoh main lokal ya,0.0,Netral
shursnya menit klo lepas dri indonesia tiup peluit nya bro nih mlah dibiarin bahrain nyerang,0.0,Netral
yg towwellllokal,0.0,Netral
erick teman presiden fifa ngalamat karir wasit,0.0,Netral
betapa senang nya pas rafael sruck ngeggolin skor eh bahrain menyamakn pdahl wktu sdh hbis cuk cuk,0.0,Netral
bangga karna timnas timnas yg dlu yg bungkam bahrain skor,0.0,Netral
coba spil wasit besok beli,0.0,Netral
ya fans indo gk wajar tuan rumah bgitusemoga timnas tingkat kualitas,0.0,Netral
sayang kali tanding yg elegant pimpin wasit yg dungudongodan gak iman,0.4767,Positif
wasite dancooookkkk,0.0,Netral
guru sd berapamurid bukahmed alkon buk,0.0,Netral
kelas fifa kualifikasi piala dunia wasit model kayak gin kecewa bgt sitetap bangga am timnas indonesia imbang menang,0.0,Netral
opsaet kaki duluan masuk masak si sahkan gol nya aduh wasit gak adil kecewa putus wasit kayak ginidari wasit gk yg curang indonesia piala fifa udh juara,0.0,Netral
bangga timnas wasit parah,0.0,Netral
spill ignya wasit,0.0,Netral
salah laku bodoh marcelino menit akhr sblm bobol banget jatuh d kotak pinalti lawan bangun bantu tahan guling witan lemah passing bukti indonesia asli main yah bgtu bukti nya passing buruk dll,0.0,Netral
kalkulator wasit om,0.0,Netral
tunduh ker peuting euyjd ningali hilight we,0.0,Netral
bahrain raya hasil imbang akan juara piala duniapoooorrrr,0.0,Netral
wasit aneh menit udah lanjut,0.0,Netral
negara kelas bahrain aja gk sportif kecewa wasit,0.0,Netral
sangatsangat rugi,0.0,Netral
kualitas sepakbola asia curang langgar,0.0,Netral
liat juang quotgaruda bulequot yg moderator pintar kmarin juang bela indonesia,0.0,Netral
garaquot botak,0.0,Netral
wasitttt curanggggg,0.0,Netral
hebat yah wasit kaya wasit tarkam,0.0,Netral
tambah menit gol cipta menit gajelas,0.0,Netral
uang minyak emang gurih ,0.0,Netral
afc wasit eropa,0.0,Netral
dr klo wasit berat belah amp colong laga doa minimal maksimal indonesia raih point maksimal lawan china saudi bahrain homeaway,-0.5106,Negatif
peluang witan syg gagal umpan mental yg berbicaratp apa bangga timnas yg skrng,0.0,Netral
bahrain drama nya dikit jatuh,0.0,Netral
counter attack witan pluit tanding selesai menit wasit aneh,-0.4767,Negatif
semangat indonesia kecil hati fokus tanding,0.0,Netral
tambah over menit mesti wajar tambah over menit mesti pas hasil imbang tipu peluit gak wajar,0.0,Netral
tragedi nonton greget liat main bahrinmatch kebnykan akting gilir skor langsung bringas,0.0,Netral
gagal serang witan peluit bunyi wasit akan biar bahrain cipta peluan,0.0,Netral
tau kocak bahrababi,0.0,Netral
wasitee jiaaaancuuukkk,0.0,Netral
wasit yg kalah indonesia,0.0,Netral
curang wasit tanda hitung aseanapakah negara asean indo pildun,0.0,Netral
wasit dajal tambah menit nyampek,0.0,Netral
lepas kontroversi wasit temnas hilang konsentrasi menit udah unggul piala asia jg udah unggul unggul main main korsel kartu merah,0.0,Netral
poko jihad lawan bahrain sok enderkenwajib mag bela nagaralain riweh ku bela timteng,0.3182,Positif
semangat timnas indonesia bangga,0.0,Netral
timnas zalim wasitmafia sepakbola tim tuan rumah,0.0,Netral
bener indonesia menang bener latih jepang quotindonesia hati hati bahrain apa menang pertandinganquot,0.0,Netral
sumpah gedeg banget semalammau menang gk gegara si botak timnas rugi wasit timur,0.0,Netral
menit umpan witan marcelino hadehhhh,0.0,Netral
ga bkl berkah lu smua yg ude dzolim,0.0,Netral
dzolim woy,0.0,Netral
wasit y curang,0.0,Netral
wasit udah menit botak,0.0,Netral
sabar karma si wasit,0.0,Netral
sumpah wasit ngeselin gilir indo nyerang prit prit prit,0.0,Netral
wasid y anehtambahan menit menit,0.0,Netral
udah tau lawan negara minyak liat laku wasit,0.0,Netral
tanding tanding henti,0.0,Netral
salut timnas terkadang yg duga lapang juang fokus tepa bumi tandatanda menang sdh libas china,0.0,Netral
kalah kalah tinggal nunggu si erick bikin lapor fifa,0.0,Netral
moment butuh bek palu sulteng,0.0,Netral
pon versi asia,0.0,Netral
wasit kocakafc usutpssi gugat,0.0,Netral
wasit mendzalimi indonesia,0.0,Netral
mw tambah menit tetep fokus urus tim timteng pd curang hadap timnas garuda urus yg fokus jng bobol gapai kemenangantunjukin timnas garuda mental udah lv world cup,0.0,Netral
a href save wakabayashi banget,0.4939,Positif
jamin wasit nya dah kong kali kong dngan pemerintab bahrainsupaya d usaha gol d stop tanding nya,-0.296,Negatif
tambah menitpermainan menitanehcurang yg nyata,0.0,Netral
dunia penuh tiputipu semuaaaadari zaman merdeka sekarangmusuh negara,0.0,Netral
msya allahdulu indonesia sngt rendah kanskrg dunia mlah takut dn kwalahan,0.0,Netral
score bukti sty latih yg cerdas racik strategi andal skill main aja,0.0,Netral
ngakak blok modal liat skor komen,0.0,Netral
marvin wkwwkwkwwkwkwk emang bagus strategi ,0.0,Netral
coba aja menit indonesia tenang main bola,0.0,Netral
mudah fergusomau tenang apa main kalo bahrin ga bikin gol ya gak henti tu pluit,0.0,Netral
gol bahrain offside anjim,0.0,Netral
fix wasit bahrain wasit tiup pluit bahrain nyerang lempar dalam,0.0,Netral
jujur aja kalo goal bahrain emang posisi onside main no punggung offside main no punggung ya onside goalnya wasit additional time jadi jeda pertandinganpemain ulur aneh kerja wasit tuntut fifa,-0.5267,Negatif
anj ga abis abis botak botak,0.0,Netral
tunngu kalo main indonesia harjar o,0.0,Netral
pantesan imbang wasit nya kaya eey,0.0,Netral
tambah mnt mnt gimana,0.0,Netral
ku tunggu datang wasitt,0.0,Netral
bnyk aktingy main bahrain kgk resep pis indonesia slalu d curang,0.0,Netral
menang yg sejati adala seportip,0.0,Netral
gila gak rela indonesia menang bahrain gk kalah,0.0,Netral
gk wasit,0.0,Netral
anda sempat serang dapat menit bs maksimal gak bgini,0.0,Netral
permainannyasitukiman usak main,0.0,Netral
kalu afc kembang kualitas wasit tingkat piala dunia loh ecekecek,0.0,Netral
liaat nti indonesiaaa,0.0,Netral
fenomema ikut timnas menang imbang kalah usaha imbang kalah main benarbenar beda rata tanding mana lakon hasil tebak main orang tonjol main beda tanding mana milik timnas,0.0,Netral
wasit dapet many main lebih,0.0,Netral
ranking angka kalahin wasit nama rejeki bahrain tang wasit,0.0,Netral
jordi duel udara menit ridho duel,0.0,Netral
bahrain lupakalo tandang bantai gbkmereka tahan imbang bahraintapi indonesia,0.0,Netral
udah menit aja pas udah gol baru habis wkwkwk,0.0,Netral
najis cuih,0.0,Netral
main bahrain main unta gampang jatuh,0.0,Netral
kampret nih sdh menit cetak gol,0.0,Netral
babak menitbabak menitusut tuntas wasit om,0.0,Netral
timnas sulit kembang karna taktikal bahrain karna dramaquot yg merekabahrainwasit laku,0.0,Netral
indonesia takut terimakasih juang,0.0,Netral
pr depan lapang home bagus indonesia main bagus lapang bagus,0.0,Netral
tanding dukung tuan rumah si anak si bincang quot menit tambah,0.0,Netral
haha,0.4588,Positif
timur neraka,0.0,Netral
nagasi rambut ragnar tumbuh le,0.0,Netral
indonesia serang yg kuat skill atas,0.0,Netral
eneg gw lihat taktik parkir tronton si toyongbukan hina pelatihminim banget taktik nyaserangan gk adatendangan gawang minimapalagi shoot on target si witankalau pas serang bola shooting gawang biar gk masuk outwasit udah niup pluitgimana niup pluit posisi bola lapangandan bahrain dpt serang corner kick yg nya jdi gol,-0.34,Negatif
indonesia main polos tanding lawan team timur main kotor,0.0,Netral
menang mata rampok wasit smoga berkah timnas tanding,0.0,Netral
unfair,-0.4767,Negatif
si gundul ngelama in nihh yee dasar gundul,0.0,Netral
bahrain is hell,-0.6808,Negatif
wasit tambah menittapi menit anjirrr nampak kali bayar,0.0,Netral
dukun nyantet wasit om inisaya bayar juta rakyat patungan ,0.0,Netral
klo cari akun sosmed wasit lupa jga akun sosmed keluarga seruduk biar tau jga yg lawan main bahrain ny tpi tarung perangkat tanding tokoh utama wasit yg takut jauh jgjujur karna pribadi percaya indonesia menang,0.0,Netral
