publishedAt,authorDisplayName,textDisplay,likeCount
2024-10-11T02:53:15Z,@Deniyusup-w8o,"ini wasit nya ngaco,wajib di batalkan gol ke dua bahrain seperti gol oratmangon waktu lawan arab saudi yang di batalkan,dan jadi gol nya sandi walsh,ayo pak erik bisa",0
2024-10-11T02:53:09Z,@sutikno6592,"Dunia menyaksikan Indonesia dirugikan,  Indonesia semakin didukung dunia yang menjunjung  fairfly❤❤❤",0
2024-10-11T02:53:07Z,@jhinjhon373,90+6=100,0
2024-10-11T02:53:06Z,@niapajriani152,Botak biadab menyakiti semua warga Indonesia,0
2024-10-11T02:53:05Z,@cooziei,aahhhh botak doang kaya collina,0
2024-10-11T02:52:56Z,@danZxoacH,udah gak heran warga indo mah bisa nya nyalahin wasit,0
2024-10-11T02:52:48Z,@BangRisja,Wasit korupsi,0
2024-10-11T02:52:41Z,@Oim94,Nyesek hati ini,0
2024-10-11T02:52:40Z,@parintca6057,Bahren negara lemah main curang ajah kerja nya.,0
2024-10-11T02:52:39Z,@kemaldharmawan05,Dicurangi Mulu sama wasit Indonesia parah gmna ini coba liat menit nya udh ke lewat bnyk,0
2024-10-11T02:52:32Z,@ellafaizah19,Kita harus balaskan sakit hati ini Garuda!!🔥,0
2024-10-11T02:52:32Z,@satriawisnu755,Bahrain+Wasit vs Timnas Indonesia,0
2024-10-11T02:52:32Z,@harimarjiyo,"WASIT TIDAK ADIL.........Kalo Wasit yg baik, adil, bijak dan tidak memihak salah satu tim,  jika terjadi  Moment yang sangat menentukan dan jika terjadi Insident, terutama goal maka wasit harus Melihat VAR, ...goal itu sah atau tidak, seperti saat Indonesia menyamakan 1 - 1, wasit langung Melihat VAR dulu, tetapi sebaliknya pada saat TIM Bahrain Menyamakan tidak Ada Pertimbangan dengan Melihat VAR , INI  Berarti wasit sangat Memihak Tuan Rumah Bahrain...Ini Wasit perlu di Laporkan ke AFC, dan FIFA, dengan Bukti berupa VAR saat Insiden..",0
2024-10-11T02:52:30Z,@bagus8396,"Mestinya timnas indonesia kita sudah bisa menang,tambahan wkt yg 6 menit dri wkt normal,menjadi 10 menit smpai peluit di tiup,dn gol trjdi di menit 98.kepemimpinan wasit di laga itu hrs dipertanyakn,dn semoga nasib wasit itu sm kyk wasit pon aceh",0
2024-10-11T02:52:30Z,@dasbastard2492,Full pemain Abroad kita bisa untuk masuk ke Kancah Dunia ❤🔥,0
2024-10-11T02:52:27Z,@suparto4626,Bahrain kocak,0
2024-10-11T02:52:17Z,@batukertasgunting,Indonesia ❤❤❤❤,1
2024-10-11T02:52:16Z,@matzealmutasalliq,for all Bahrain players football n official team..<br>don&#39;t say Alhamdulillah.. but Astaghfirullah.. bcause your  scond goal is HARAM..<br>90+6 = 96 NOT 99 😂😂😂<br>Arabic Football Club,0
2024-10-11T02:52:15Z,@muftialirosichin4312,"Timnas sdh bagus, disiplin, walaupun hasil nya imbang 2-2. Akan lebih percaya diri untuk menghadapi china. Tetap semangat Garuda ku, kami selalu mendoakan mu , sukses selalu🤲🤲👍",2
2024-10-11T02:52:10Z,@fatimahazwaazzahraazzahra8532,KASIH PELAJARAN TANPA MENYENTUH AJA WASIT NYA,0
2024-10-11T02:52:06Z,@anggaputra2946,Apa itu extra time?😂,0
2024-10-11T02:52:06Z,@faridwajdi3387,Aneh 90+6 itu 96 ini kok jadi 100,0
2024-10-11T02:52:01Z,@topikbaidillah532,Apa pun hasil nya indonesia kami selelu mendukung mu,0
2024-10-11T02:52:01Z,@hyu03i47,Wasit e pancen celeng,0
2024-10-11T02:51:59Z,@tani.m4ju-jaya,kotor,0
2024-10-11T02:51:54Z,@mazabdillah,kok diem aja sih paes goal pertama bahrain,0
2024-10-11T02:51:43Z,@fullstopzero2699,Sudah waktunya vice presiden fifa ganti erick thohir,0
2024-10-11T02:51:43Z,@fatimahazwaazzahraazzahra8532,DARI DULU WASIT CURANG TAPI KAYAK NYA DI BIARKAN SAJA. PROTES JUGA TIDAK DI GUBRIISS,0
2024-10-11T02:51:37Z,@saepudin9860,Memang susah melawan orang &quot; jahiliah,0
2024-10-11T02:51:34Z,@michaelyoung-hj8ue,"Anehnya kenapa kesannya malah Bahrain yg bangga karena mampu menahan imbang Timnas kita, sementara Timnas kita tampak kecewa dengan hasil ini, padahal peringkat mereka jauh.<br><br>Bangga untuk Timnas kita, <br>Tetap optimis.",0
2024-10-11T02:51:25Z,@Anti_Boncos,Kalau pemain indo full lokal yakin gua tauran semalam itu kena bogem wkwkw,0
2024-10-11T02:51:20Z,@marwanakbar8624,Timnas sering di curangi di setiap pertandingan,0
2024-10-11T02:51:19Z,@erlannauri2739,makanya Gw udah Bilang dari dulu2 klo mau bikin gol sebanyak2 nya...,0
2024-10-11T02:51:18Z,@rakenya3438,Wasitnya knapa itu sett dahh..,0
2024-10-11T02:51:18Z,@raisanapitupulu4824,Seandainya peluang trahir witan langsung Suting ke kiper Bahrain mungkin bisa mengulur waktu,0
2024-10-11T02:51:10Z,@Harryoj,wasit benr&quot; kacau si mentang presidennya afc dri bahrain gk mau di ksi memang indo bner&quot; kecewa sma wasit nii,0
2024-10-11T02:51:02Z,@MohamadHerman-j6e,Imbang tapi rasanya seperti kekalahan😢,0
2024-10-11T02:50:57Z,@DediSunandar-i7z,😂,0
2024-10-11T02:50:43Z,@SIKILANGTV,Serang akun wasitnya sampai ga bisa tidur,0
2024-10-11T02:50:43Z,@a.mohamad5070,Wasitnya geblek,0
2024-10-11T02:50:35Z,@gatotfishing2300,Semgaaatt garuda,0
2024-10-11T02:50:28Z,@fredykiswanto1976,Selalu di curangi oleh negara2 timur tengah 😂😂😂. Fulusnya banyak,0
2024-10-11T02:50:27Z,@ahmadbayu1646,Sibotak penyebabnya 90+6=99😡,1
2024-10-11T02:50:27Z,@fbprojectmedia,"I thought the result of mathematics 90+6 was 96, but it turned out to be 99.",0
2024-10-11T02:50:26Z,@cloudy_gureum6640,Mereka tuh ga malu yaa selebrasi di menit 98???,0
2024-10-11T02:50:21Z,@NandaAmirrul,Wahai para netizen terbaik dunia..<br>Serang aku wasitnya..<br>Kita ramaikan,0
2024-10-11T02:50:19Z,@ricardsimbu,😂😂😂,0
2024-10-11T02:50:19Z,@gen_techno,Gila wasit nya keliatan banget mihak tuan rumah Bahrain itu waktu smpe melebihi semestinya...bakal di rujak netizen 62 dah,0
2024-10-11T02:50:19Z,@agussupriyono888,Tenang tenang ini ujian...😅😅,0
2024-10-11T02:50:17Z,@arifiantorodowo2353,FIFA harus copot jabatan wasit selamanya itu,0
2024-10-11T02:50:14Z,@Inisial_DR,"Lgian pak ndul intinya inti disuruh jdi wasit,.. 😢😢",0
2024-10-11T02:50:09Z,@achmadavocado2154,Tuan rumah kalah malu  lah  gmn caea hrs bisa seri dan meng  tetep semagat timnas indonesia,0
2024-10-11T02:50:08Z,@ekadarman7087,"IDN VS KSA...Seri rasa Menang, IDN VS AUS...Seri Rasa Menang....IDN VS BAHRAIN...Seri - bu satu cara dilakukan agar tim minyak tidak kalah memalukan di kandang....🤣🤣🤣",0
2024-10-11T02:50:07Z,@ariefsyah2902,Ntah lah😢😢5,0
2024-10-11T02:50:06Z,@rinjanibrother,pertandingan yg super konyol ....,0
2024-10-11T02:50:03Z,@continuousself-improvement1879,"Di Bahrain, anak2 SD diajari 90+6=100. Alhamdulillah di Indonesia 90+6=96.",0
2024-10-11T02:49:53Z,@budidaplun9684,"Pak Erick Thohir tolong di urus, masyarakat percaya sama bapak bisa mengatasi kelicikan wasit, 🙏🙏🙏🙏🙏",0
2024-10-11T02:49:49Z,@armenwang-dy5my,Wasit ngeh3k,0
2024-10-11T02:49:45Z,@IRAWANBANDUNG,Kita harus bersilaturahmi kaya ke wasit semalam...kawan2...,0
2024-10-11T02:49:44Z,@muhammadnur1260,"90 + 6 = 99 penemuan rumaus baru Al Ahmed bin Dajjal,<br>Al Jabar udah kuno",0
2024-10-11T02:49:44Z,@rianputrasani,"apanya yang rapih, komentator nya alay",0
2024-10-11T02:49:40Z,@iqbalfauzi-ov1vh,SILATURAHMI KE WASIT NYA,0
2024-10-11T02:49:31Z,@RiantoGultomChannel2387,ITU OFF SIDE,0
2024-10-11T02:49:30Z,@tasriptasrip4095,Indonesia jaya  wasitnya tak bisa dipercaya tak apa masih ada pertandingan berikut nya,0
2024-10-11T02:49:22Z,@UtuhLacuk21,Saya banga dgn timnas kita namun pasing bola nya masih lemah,0
2024-10-11T02:49:20Z,@ErwinAdiTama,"Benar kata Ausi, bahrain itu akan menghalalkan segala cara",0
2024-10-11T02:48:54Z,@talitakumindonesiatv3699,Botak annnnnjjjjiiigggggg,0
2024-10-11T02:48:48Z,@yudisetiawansucipto6943,Kontroversial!! Gol kedua Bahrain sudah melewati wkt tambahan. Bkn 1 menit tp 3 menit 😢,0
2024-10-11T02:48:46Z,@realarizuki0789,😂😂😂 Rampokk,0
2024-10-11T02:48:41Z,@AlbrianTama,Klo musuh dengan Sultan.. Susah,0
2024-10-11T02:48:33Z,@WawanToing,Mari bersilaturahmi ke wasit asal Oman 😒,0
2024-10-11T02:48:28Z,@vorhesz,Tidak ada pemain yg jaga tiang jauh di corner terakhir sampe Tom Haye ngamuk²,0
2024-10-11T02:48:24Z,@nafilafrida1571,Mohon PSSI MELAPORKAN KE FIFA KARNA WASIT MEMIHAK TUAN RUMAH DAN JUGA WASIT FAR PADA AKHIR TERYATA OFF SIDE,0
2024-10-11T02:48:24Z,@furniserab989,"susah untuk dapat kemenangan, klo dipimpin oleh wasit yang jahat.",0
2024-10-11T02:48:17Z,@ZaenalEffendi-no3og,giliran bahrain ke tandang ke stadion kita. jangan pakai wasit dari timur Tengah karena tidak halal ☺️,0
2024-10-11T02:48:12Z,@bocahfomokampungan_idn,"MENURUT GUA SIIH WASIT BOTAK, ARANG, BADUT YANG LAGI BERADA DI LAPANGAN ACCOSIATION FOR COMEDY ASIA (AFC), YANG GUA LIAT GITU SIIHH. 🤡🤡🤡💩🤣😂",0
2024-10-11T02:48:11Z,@AlanRuslan-wx5od,Garuda melawan tim abu Jahal..Ali baba Kabir..,1
2024-10-11T02:48:09Z,@Lagi_Hits,Kontroversi disepak bola sudah dari dulu ada<br>Jg drama sepak bola adalah bumbu<br>Kalo emang ya pasti menang<br>Tp kalo gak fokus ya bakal sangat menyakitkan<br>Perbaiki lagi<br>Semoga lain kali lebih beruntung,1
2024-10-11T02:48:07Z,@irfanmuhammad7841,"Terima kasih atas kerja kerasnya, setiap keringat yang keluar semoga ibadah... Perjalanan masih panjang, fokus untuk laga selanjutnya ❤",0
2024-10-11T02:48:04Z,@MisteriPetualangGaib,Kasian timnas udah cape cape .waktu tinggal dikit lagi .malah ada pergantian pmain .jadi mati permainan nya .😭,0
2024-10-11T02:48:03Z,@adbrzu3241,kalo tim bahrain blm nyetak gol penyama kedudukan kayanya match trus lanjut sampe jam 5subuh 😌,0
2024-10-11T02:48:03Z,@Agengdede,Tambahan waktu 6 menit selesainya 99 menit walah Indonesia tetap menang,0
2024-10-11T02:48:01Z,@maksudi1119,Dibabak pertama permainan indonesia kurang berkembang dibabak kedua baru lbh hidup permainannya,0
2024-10-11T02:48:01Z,@RikaSetiawati-kg7kx,"Sepak bola bahrain jauh ktinggalan di bawah indonesia, ente bahrain seharusnya malu udah ngerampas kmenangan dari indonesia,ente bahrain kalo ga banyak minyak dan uang ga bakalan bisa nyogok wasit,malu woi main d kandang sendiri kalah,sepak bola ente mengalami kmunduran bukan kmajuan.",0
2024-10-11T02:47:58Z,@Ysft_vlog,Gak sekalian tambahan waktu 30 menit😂dari dulu kalo indo unggul pasti tambahan waktunya jadi banyak,0
2024-10-11T02:47:52Z,@hamdan3762,sayang di Curangi wasit gelo.,0
2024-10-11T02:47:48Z,@Sapto-a05s,merah putih vs merah putih.. wis angeell - angel..,0
2024-10-11T02:47:37Z,@marwanakbar8624,"wasit oman sangat jelas berpihak ke tuan rumah Bahrain, wasit curang !!!",0
2024-10-11T02:47:33Z,@adistaanugrah9878,"Giliran kejadian yang menguntungkan kita dikit2 VAR, ke pihak sono kaga ada...",0
2024-10-11T02:47:30Z,@revengerjawi3400,FIFA IS.........,0
2024-10-11T02:47:29Z,@dickyresta9581,"Begitulah dalam olahraga sepakbola, masih ada celah trik untuk memengkan salah satu pihak.",0
2024-10-11T02:47:29Z,@YurNalis-tr6iz,6 menit ko bisa 10<br>Bisa nggak di gugat,0
2024-10-11T02:47:29Z,@DadangRahman-z4q,"<a href=""https://www.youtube.com/watch?v=h2Rs6u41nIg&amp;t=814"">13:34</a> 😢😮😮😂❤😅 <a href=""https://www.youtube.com/watch?v=h2Rs6u41nIg&amp;t=835"">13:55</a> 😅😮",0
2024-10-11T02:47:29Z,@YurNalis-tr6iz,6 menit ko bisa 10<br>Bisa nggak di gugat,0
2024-10-11T02:47:24Z,@YurNalis-tr6iz,6 menit ko bisa 10<br>Bisa nggak di gugat,0
2024-10-11T02:47:18Z,@MamadSunarya72,IDgn hasil seri Indonesia sdh d pastikan gagal k piala dunia,0
2024-10-11T02:47:09Z,@sekedarhobby3087,"Sudah ku duga , lawan kita ga cuman antar pemain tapi wasitnya juga",0
2024-10-11T02:47:08Z,@rizahafidzul8923,"Bakal ada harapan skor nya berubah kalau mengajukan ke fifa , soalnya Argentina u23 juga pernah kaya gini pas melawan maroko dan skor nya berubah jadi 2 - 1",3
2024-10-11T03:27:30Z,@Hana-fn1yg,komplain ke fifanya lewat web mana kak?,0
2024-10-11T03:29:32Z,@anangmadzard,"Itu pertandingan belum selesai, dan di tunda karena ribut, terus di lanjutkan lagi setelah beberapa jam (lupa saya), kalo pertandingan ini sudah selesai.",1
2024-10-11T04:25:06Z,@rizahafidzul8923,​@@anangmadzardkalau kaya gitu  ga jadi ada harapan dong😢😢 tapi setidaknya  wasitnya di beri Sanksi berat dan biar ga ada  kejadian seperti ini lagi untuk negara lain,0
2024-10-12T07:15:18Z,@anangmadzard,"@@rizahafidzul8923 udah sering terjadi kasus seperti ini bang bahkan di sepakbola international, bahkan ada yg parah juga, salah satu contohnya piala dunia 2002 saat italia vs korea, nyatanya cuman wasit doang yg di baned dan hasil laga tetep final.",0
2024-10-11T02:47:06Z,@Jayshay72,Mohon kpd pa Erick utk memproses ke FIFA soal gol penyeimbang dr bahrain yg sdh melampaui perpanjangan waktu yg lbhdr 5 mnt...... Klo tdk sampai di protes kpn timnas kita bs berlaga di pentas dunia(klo di curangi begini)....... Sekali lg sy mohon kpd pak Erick utk segera memproses masalah ini...... (sy sebagai butiran kecil dr pendukung setia timnas Indonesia yg ingin melihat anak bangsa mengharumkan nama Indonesia di kancah dunia)..... ❤🙏💪,0
2024-10-11T02:47:02Z,@dionafrianto1575,not fair man damn,0
2024-10-11T02:46:58Z,@fajarsetiawan9469,Percaya deh bahrain gak bakal menang lagi di pertandingan perbandingan selanjutnya plus gk akan lolos ke ronde selanjutnya maupun ke piala dunia,0
2024-10-11T02:46:56Z,@imaskomalasari5586,Wasit nya curang sekali padahal waktunya sudah habis itu aja udah menit 98     kan tambahan nya cuma 6 menit😢😢😭,1
2024-10-11T02:46:56Z,@harrisindra1934,Kita balas bahrain di GBK🎉,0
2024-10-11T02:46:52Z,@ardiansyah793,Indonesia pindah ke benua eropa!,0
2024-10-11T02:46:33Z,@mochamaddavario5344,pasti dilaporin sm pak Erik,0
2024-10-11T02:46:32Z,@DanangSungoto,Semoga FIFA memberi sangsi tindakan tegas bagi wasit botak,0
2024-10-11T02:46:30Z,@MisbahulMunir-s2u,"Imbang 5 kali, menang 3 kali, kalah 1 kali. <br>Poin Indonesia 14, InsyaAllah lolos pildun",0
2024-10-11T02:46:28Z,@indrogunawan7375,90+6=99,0
2024-10-11T02:46:23Z,@jabyubyu8882,"Masukan sih buat STY, next play vs Tiongkok mungkin bsa istirahatkan Marcelino &amp; Witan sepanjang bermain sepertinya bingung dengan posisinya, apalagi No. 7 kebanyakan instruksi bukannya bantu pressing lawan. <br><br>Kita sudah sering dirugikan wasit ya harusnya lbh maksimal untuk banyak cetak goal sepeti japan.",0
2024-10-11T02:46:20Z,@yogaasmara3845,"Walaupun serasa liat timnas belanda lapis ke 2, tapi ya akui kualitasnya, semoga menjadi motifasi para anak bangsa untuk meningkatkan kualitas agar bisa bersaing",0
2024-10-11T02:46:15Z,@ardiansyah793,AFC banyak mafia bola!,0
2024-10-11T02:46:14Z,@mr.flakes27,"WITAN NAPA DAH BUANG&quot; PELUANG EMAS AKHIR PERTANDINGAN, HADEHHH",0
2024-10-11T02:46:05Z,@photograhertrb,Penambahan waktu 6 menit.. malah 10 menit wkwkwkkw KACAU sih ini,0
2024-10-11T02:46:05Z,@indrogunawan7375,wasitnya curang,0
2024-10-11T02:45:58Z,@KhairulWildani,Apakabar witan guys wkwk,0
2024-10-11T02:45:57Z,@BerbagiLogi,"Yuuk Tgl 15 bisa,, hajar china ambil 3 point dr china",0
2024-10-11T02:45:54Z,@anafitriana7167,"Tambahan waktu 6 menit ko jadi 99,,wasit nya bodoh apa kena suap",0
2024-10-11T02:45:52Z,@adipatykarna4830,Kalo pertandingan mah sangat mantap cuma wasit nya sangat juga....sangat guobllloog😡😡,0
2024-10-11T02:45:49Z,@andikadarmawa,perjalanan masih panjang..masih berpeluang lolos piala dunia.. seharusnya kita bisa naik ke pringkat ke 2 di klasemen,0
2024-10-11T02:45:47Z,@RonyTasgendongchanel,Bahrain pnuh drama ...<br>Pnuh dgn akting..<br>Wasit di luar lapangan sdh ad rapat tertutup dgn ptinggi oman...bismllah banding,1
2024-10-11T02:45:45Z,@EmaSumpena-d6e,Pepatah mengatakan . Pandai2 lah mengambil hikmah dari setiap kejadian.,0
2024-10-11T02:45:44Z,@Yoks_Rain,Sekalian aja sampe menit 110 dan gk ush ada var,0
2024-10-11T02:45:37Z,@LenovoA-ow1ox,"Menit 97+ pas waktu witan  pegang bola, serangan balik itu.. Wasitnya hrsnya tiup pluit nya...<br><br>Emang wasit habib.. Sibotak bikin ulah... 98,40 detik gol goib",1
2024-10-11T02:45:30Z,@YOUNG_BBW,KASIH PAHAM WASITNYA NETIZEN INDOMESIA,0
2024-10-11T02:45:30Z,@danangaja4204,"Semoga wasit yg mimpin pertandingan tdi mlm di hukum sm fifa dan di pecat selama nya,Amiiin...",1
2024-10-11T02:45:27Z,@nandhardiadiyasa5161,Paham highlight ngga sih?,0
2024-10-11T02:45:27Z,@biliferdiansah-ob2kf,dibyar brapa itu wasit anjir,0
2024-10-11T02:45:26Z,@VickLeader-eq9jh,Indonesia vs Bahrain+Wasit,0
2024-10-11T02:45:19Z,@adityahadiseputra2714,"Wasitnya Sangat Adil Sekali..., Saya Cinta Wasit Oman",0
2024-10-11T02:45:11Z,@ObexAtla,Wasite raine kaya yahudi,0
2024-10-11T02:45:08Z,@kokologin,NAIFNYA FIFA YA GINI.. SETIAP TIMUR TGH SELALU SPT INI SAYA HERAN 😂,0
2024-10-11T02:45:03Z,@GottenMusic,Gilak tim nasional main sesepi ini stadion.,0
2024-10-11T02:44:55Z,@akward7205,Hati&quot; selanjutnya china😅,0
2024-10-11T02:44:50Z,@wave_roh,marhoon eight ini bahaya set piecenya,0
2024-10-11T02:44:48Z,@john_smart7212,Wasit itu terlihat di bayar,0
2024-10-11T02:44:48Z,@storywhatsapp8110,indo kalah oleh wasit aja,0
2024-10-11T02:44:48Z,@KanjengAdipatiHarry,Wasite pekok 90+6 kok 100,0
2024-10-11T02:44:43Z,@KAULA_PUGB,"Segini juga udah uyuhan , Peningkatan timnas jauh diatas rata2 👏 GG GG !! 👏👏👏👏",0
2024-10-11T02:44:42Z,@SincosTan-p8o,Bukan timnas Indonesia tapi timnas luar negeri karena pemain Indonesia sedikit dari pada pemain luar😢😢😢,0
2024-10-11T02:44:42Z,@ApaRio-sn3er,Garuda d kalahkan ama wasitnya bukan ama pemainya itu waktunya d tambahin,0
2024-10-11T02:44:38Z,@HiburanTv1,Wasit itu harusnya di kartu merah! Dan kemenangan itu seharusnya mutlak milik INDONESIA 🔥<br>Banyak pelanggaran tapi wasit itu tidak pernah melihat VAR bahkan babak pertambahan waktu.😢,0
2024-10-11T02:44:38Z,@user-vz3pd3nh4t,Kacau nih wasitnya masak injury time 6 menit malah lewat sampai jadi 9 menit,0
2024-10-11T02:44:37Z,@agusgunarso488,"Gak kaget, Bahrain itu negara super kaya jadi wajar dgn kekuatan uang nya, bisa buat  score nya 2 sama.... Semua org butuh duit",0
2024-10-11T02:44:30Z,@Boy1993-wx2ml,Wasit babi di pakek,0
2024-10-11T02:44:29Z,@pissaxnz,ga papa bro di mata Allah yang menang tetap yang jujur,0
2024-10-11T02:44:24Z,@akward7205,Tidak ada gunanya marah jepang bisa mengatasinya,1
2024-10-11T02:44:23Z,@Mas_Rahmattt,PANJANG UMUR PERJUANGAN <br>LANJANG UMUR SAMPAI MASUK PIALA DUNIA 2026,0
2024-10-11T02:44:23Z,@DoktrinBoy,"FOKUS LAGA SELANJUTNYA !<br>PERLIHATKAN MENTAL JUARA MU GARUDAKU<br><br>KECURANGAN, HARUS DI BALAS DENGAN KEMENANGAN !<br>KITA BALAS DI LEG 2<br>STADIUM GELORA BUNG KARNO !<br>25-MARET-2025",0
2024-10-11T02:44:19Z,@putrawijaya9602,"Jadi males nonton indonesia,dicurangi diem aja kek beruk",0
2024-10-11T02:44:18Z,@KamilaZakin,Harus wasitnya jangan satu ras,0
2024-10-11T02:44:17Z,@Boy1993-wx2ml,Wasit piala Dunia aja masih curang,0
2024-10-11T02:44:16Z,@adiozky,"Diluar kontroversi, kita harus bangga ini menunjukkan tim2 di kualifikasi tidak menganggap remeh Indonesia bahkan mungkin Bahrain ketakutan sampai harus main licik. Jangan lemas Tim Garuda kesempatan masih terbuka dukung terus 🇮🇩🇮🇩🇮🇩",1
2024-10-11T02:44:10Z,@enjia5955,I&#39;m proud to be Indonesian!!!,0
2024-10-11T02:44:09Z,@LuterMasiku-k3k,"Semua mau dukung timnas,cuman bxk jga yg kecewa Krn tdak BS menonton siaran langsungx",0
2024-10-11T02:44:07Z,@RonyTasgendongchanel,Wasit yg harus d usir,0
2024-10-11T02:44:02Z,@AryaBimasakti-o8s,bahrain+referee vs INDONESIA <br><br>AFC : ARABIAN FULUS CONFEDERATION<br>VAR : VULUS ARABIAN REFEREE<br>💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰,0
2024-10-11T02:43:58Z,@EntisSutisna-y7c,🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩💪,0
2024-10-11T02:43:55Z,@farlanila,Wasit lagi ... Wasit lagi ... Hadeuhhhhh 😢,0
2024-10-11T02:43:54Z,@TuyulYul-g2k,Wasitnya sekelas pon kemaren,0
2024-10-11T02:43:45Z,@LAWYERGAMERS,Wasit.....shiitt,0
2024-10-11T02:43:36Z,@ftjakarta5361,Sakit hati aja nontonnya diulang2,0
2024-10-11T02:43:29Z,@davisatria,"Ya cuma kecurangan yang bisa menghalangi laju timnas sekarang, sedih sih meliat usaha keras pemain kita, Bahrain kalah 1-2 dari Indonesia jika tidak dibantu wasit. Yang nonton live tentunya sangat kecewa dengan wasit. Saran saja buat timnas bila ketemu wasit ke gini melenihi waktu tambahan harus lebih lama kuasai bola.",0
2024-10-11T02:43:15Z,@abdulmuizzuddin3921,"Bismillah <br>Insya Allah Bahrain di laga akhir akan jadi juru kunci, tandain komen saya",0
2024-10-11T02:43:15Z,@edysetiawan4173,"Enggak botaknya MU, botaknya waasit ini, sama sama bikin kesel",0
2024-10-11T02:43:09Z,@AkhfndiTV,Balas di kandang,0
2024-10-11T02:43:04Z,@ronyahmad7968,"Wasit kayak gitu gak layak buat mipin di lapangan, Indonesia di takutin oleh negara Asia",0
2024-10-11T02:43:01Z,@Bulukmahesa,Ga fear. Wasit nya di bayar tuh,0
2024-10-11T02:42:56Z,@Penyantri,kecewa berat 3 menit waktu tmbahan di kasih wasit ada apa dgn wasit fifa tiap timnas main berusaha trus wasit supaya indonesia kalah,0
2024-10-11T02:42:53Z,@akbarphotografhy1442,Wasit BOTOLLLLLLLL,0
2024-10-11T02:42:44Z,@mcqween9944,"Suport wasit sungguh membagongkan bagi bahrain , 😂 perlu kah di keluarkan dari satuan FIFA se wasit2nya",0
2024-10-11T02:42:36Z,@abdulhakim-bk4ny,Ayo semua warga indonesia kita mampir silaturrahmi ke ignya bapak wasit yang terhormat@ahmedalkaf😂,0
2024-10-11T02:42:35Z,@fatahharyanto1861,KALAU INDONESIA MEMASUKKAN GOL LANGDUNG DILIHAT VAR TSPI KALAU BAHRAN MEMASUKKAN HOL GA DILIHAT VARNYA PADAHAL KELIHATANNYA OFSIDE,0
2024-10-11T02:42:31Z,@akward7205,Hanya jepang yang tahan banting dengan wasit arab😂,2
2024-10-11T02:42:29Z,@adepurnomo9160,Memalukan sekelas bahrain masih bermain curang..,0
2024-10-11T02:42:28Z,@NandaSagitarius-kw9ug,Wasit2 hrs berjiwa yg sungguh2 adil,0
2024-10-11T02:42:27Z,@ArsyadAlanwar,Wasit curang gol kedua bahrain itu gol haram,0
2024-10-11T02:42:12Z,@zikralzawir1434,Top dah Indonesia.,0
2024-10-11T02:42:10Z,@holilrafael89,harus di hukum wasit kayak gini dan bahrain di dis aja,0
2024-10-11T02:42:10Z,@davidmamusung6651,Pertandingan ina vs bahrain telah di curanggi wasit!!!!,0
2024-10-11T02:42:05Z,@lizhambie_tarigas,"info rumah wasit min, mau kirim santet.",0
2024-10-11T02:42:02Z,@sundanesesundanese9821,"Main d arab tapi wasitnya dr arab juga gk fair kenapa gk dr asia jepang,korea atau australia",0
2024-10-11T02:42:02Z,@BagusSudrajat-nz9el,Goll kedua bahrain offsed,0
2024-10-11T02:41:59Z,@agusantv,Refree ?,1
2024-10-11T02:41:59Z,@AndiSupriadi-in4bt,Wasit oman botak di sogok bahrain ..terima gaji dia😡😡😡,0
2024-10-11T02:41:54Z,@edysatriapurnama1478,Tuyul kalu jd wasit kaya gini emang.. hahahaaa.. ngak lulus SD,0
2024-10-11T02:41:51Z,@udamhitopangestu,"Tunggu sampai akhir, kita spesialis peringkat 2, kawal terus perjuangan Timnas!",1
2024-10-11T02:41:45Z,@EncekMangkubumi,Tolong kasih info min ..klo wasit botak SDH mati,0
2024-10-11T02:41:43Z,@WhayankLupalagi,Kbnyakan OMDO...!!!😅😅😅,0
2024-10-11T02:41:40Z,@maulanafamily2365,"Stadion harus dipasang Jam yang besar (alarm waktu pertandingan) biar tau kalau pertandingan sudah usai, seperti pertandingan Basket, biar tidak ada salah satu pihak yang merasa dirugikan...kalo ngandelin jam tangan wasit...haduuhhh",0
2024-10-11T02:41:21Z,@Rakhmatsyahlubis,Witan  tu serangan balik oper bola aja gak bisa padahal baru masuk,0
2024-10-11T02:41:18Z,@surantobaki5296,Wasit botakkk... Anjrit lu kon,0
2024-10-11T02:41:14Z,@achmadfadliansyah1905,"WASIT KECOT . STUPID , 🐕🐕🐕",0
2024-10-11T02:41:02Z,@YonnyduasatuNyahing,Wasit bayaran,0
2024-10-11T02:40:53Z,@WarsonoNo-y7s,Timnas belanda saja kuwalahan,0
2024-10-11T02:40:52Z,@05.aripranata57,Kita balas di indonesia,0
2024-10-11T02:40:50Z,@NopriYanto-k8p,"Ga usah sedih, Indonesia itu lolosnya di putaran 4.. klw di putaran 3 emang mimpi siang bolong.",0
